name,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,source,genres,duration,rating,score,ranked,popularity,favorites
NieR:Automata Ver1.1a,TV,12,Finished Airing,"Jan 8, 2023 to Jul 23, 2023",Winter 2023,Sundays at 00:00 (JST),"['Aniplex', 'Square Enix']",['Aniplex of America'],A-1 Pictures,,"['Action', 'Fantasy', 'Sci-Fi']",23 min. per ep.,PG-13 - Teens 13 or older,7.51,#1808,#881,"2,100"
R.O.D: The TV,TV,26,Finished Airing,"Sep 1, 2003 to Mar 16, 2004",Fall 2003,Not scheduled once per week,"['Aniplex', 'Studio Deen', 'Broccoli', 'Sony Music Entertainment']","['Aniplex of America', 'Geneon Entertainment USA']",J.C.Staff,Manga,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",25 min. per ep.,PG-13 - Teens 13 or older,7.52,#1806,#2618,426
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,Movie,1,Finished Airing,"Mar 19, 2011",,,['Asahi Broadcasting'],['add some'],Toei Animation,,"['Action', 'Fantasy']",1 hr. 11 min.,G - All Ages,7.52,#1805,#7635,13
Overtake!,TV,12,Finished Airing,"Oct 1, 2023 to Dec 17, 2023",Fall 2023,Sundays at 22:00 (JST),"['Lantis', 'AT-X', 'Good Smile Company', 'F.M.F', 'TV Aichi', 'BS11', 'Kadokawa', 'Tencent Games', 'Bandai Namco Music Live']",['add some'],TROYCA,,[],23 min. per ep.,PG-13 - Teens 13 or older,7.52,#1804,#2862,417
Meitantei Conan OVA 04: Conan to Kid to Crystal Mother,OVA,1,Finished Airing,2004,,,['add some'],['add some'],TMS Entertainment,Manga,"['Adventure', 'Mystery']",25 min.,PG-13 - Teens 13 or older,7.5,#1857,#5114,3
Ningen Shikkaku: Director's Cut-ban,Movie,1,Finished Airing,"Dec 12, 2009",,,['add some'],['add some'],Madhouse,,[],1 hr. 29 min.,R - 17+ (violence & profanity),7.5,#1858,#6124,50
Shion no Ou,TV,22,Finished Airing,"Oct 14, 2007 to Mar 23, 2008",Fall 2007,Unknown,"['Yomiko Advertising', 'Pony Canyon', 'Fuji TV', 'DAX Production']",['add some'],Studio Deen,Manga,"['Drama', 'Mystery', 'Suspense']",23 min. per ep.,PG-13 - Teens 13 or older,7.5,#1861,#3933,94
Special A,TV,24,Finished Airing,"Apr 7, 2008 to Sep 15, 2008",Spring 2008,Mondays at 01:30 (JST),['Showgate'],['Sentai Filmworks'],Gonzo,Manga,"['Comedy', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,7.5,#1864,#643,"2,751"
Sugar Sugar Rune,TV,51,Finished Airing,"Jul 2, 2005 to Jun 24, 2006",Summer 2005,Saturdays at 07:00 (JST),['TV Tokyo Music'],['add some'],Pierrot,Manga,"['Comedy', 'Drama', 'Fantasy']",24 min. per ep.,PG - Children,7.49,#1870,#3413,468
Yawara!,TV,124,Finished Airing,"Oct 16, 1989 to Sep 21, 1992",Fall 1989,Mondays at 07:30 (JST),['Kitty Films'],['AnimEigo'],Madhouse,Manga,"['Comedy', 'Romance', 'Sports']",25 min. per ep.,PG-13 - Teens 13 or older,7.49,#1874,#4663,137
Aa! Megami-sama! Sorezore no Tsubasa Specials,Special,2,Finished Airing,"Feb 23, 2007",,,['add some'],"['ADV Films', 'Funimation', 'NYAV Post']",AIC,Manga,"['Comedy', 'Romance', 'Supernatural']",24 min. per ep.,PG-13 - Teens 13 or older,7.49,#1877,#4360,28
Bobobo-bo Bo-bobo,TV,76,Finished Airing,"Nov 8, 2003 to Oct 15, 2005",Fall 2003,Unknown,"['Avex Entertainment', 'Dentsu', 'TV Asahi']","['Discotek Media', 'Illumitoon Entertainment']",Toei Animation,Manga,"['Adventure', 'Comedy', 'Sci-Fi']",25 min. per ep.,PG-13 - Teens 13 or older,7.49,#1881,#2170,"1,120"
Charlotte: Tsuyoimono-tachi,Special,1,Finished Airing,"Mar 30, 2016",,,['Aniplex'],['Aniplex of America'],P.A. Works,,[],24 min.,PG-13 - Teens 13 or older,7.49,#1882,#1254,304
Futari-bun no Shoumei,ONA,1,Finished Airing,"Dec 23, 2022",,,['add some'],['add some'],Flat Studio,,[],4 min.,PG-13 - Teens 13 or older,7.49,#1888,#7557,37
Gintama: Monster Strike-hen,ONA,2,Finished Airing,"Aug 29, 2019 to Sep 4, 2019",,,"['Sunrise', 'XFLAG']",['add some'],Bandai Namco Pictures,Manga,"['Action', 'Comedy']",11 min. per ep.,PG-13 - Teens 13 or older,7.49,#1889,#5316,23
Initial D Battle Stage 3,OVA,1,Finished Airing,"Mar 5, 2021",,,['add some'],['add some'],SynergySP,Manga,[],1 hr. 33 min.,PG-13 - Teens 13 or older,7.49,#1895,#7278,19
Love Live! Nijigasaki Gakuen School Idol Doukoukai,TV,13,Finished Airing,"Oct 3, 2020 to Dec 26, 2020",Fall 2020,Saturdays at 22:30 (JST),"['Bushiroad', 'Sunrise Music', 'Kadokawa', 'Bandai Namco Arts']",['Funimation'],Sunrise,,[],24 min. per ep.,PG-13 - Teens 13 or older,7.49,#1900,#2437,"1,109"
Ling Qi 2,TV,12,Finished Airing,"Feb 23, 2018 to May 11, 2018",Winter 2018,Saturdays at 21:00 (JST),['Tencent Animation & Comics'],['add some'],Haoliners Animation League,Web manga,"['Action', 'Boys Love', 'Comedy', 'Supernatural']",24 min. per ep.,PG-13 - Teens 13 or older,7.49,#1899,#3183,225
Kono Subarashii Sekai ni Bakuen wo!,TV,12,Finished Airing,"Apr 6, 2023 to Jun 22, 2023",Spring 2023,Thursdays at 01:00 (JST),"['Half H.P Studio', 'Nippon Columbia', 'Atelier Musa', '81 Produce', 'Sammy', 'Kadokawa']",['add some'],Drive,Light novel,"['Comedy', 'Fantasy']",23 min. per ep.,PG-13 - Teens 13 or older,7.49,#1898,#757,"1,788"
Kidou Senkan Nadesico,TV,26,Finished Airing,"Oct 1, 1996 to Mar 25, 1997",Fall 1996,Tuesdays at 18:30 (JST),"['TV Tokyo', 'Starchild Records', 'Yomiko Advertising', 'Audio Tanaka']","['ADV Films', 'Nozomi Entertainment']",Xebec,,"['Action', 'Comedy', 'Romance', 'Sci-Fi']",23 min. per ep.,PG-13 - Teens 13 or older,7.49,#1897,#2983,467
Kaichou wa Maid-sama!: Omake da yo!,Special,1,Finished Airing,"May 11, 2011",,,['add some'],['Sentai Filmworks'],J.C.Staff,Manga,[],13 min.,PG-13 - Teens 13 or older,7.49,#1896,#1715,180
Heppoko Jikken Animation Excel♥Saga,TV,26,Finished Airing,"Oct 8, 1999 to Mar 31, 2000",Fall 1999,Fridays at 01:45 (JST),['Victor Entertainment'],"['ADV Films', 'Funimation']",J.C.Staff,Manga,"['Comedy', 'Sci-Fi']",24 min. per ep.,R - 17+ (violence & profanity),7.49,#1894,#1954,986
Hellsing,TV,13,Finished Airing,"Oct 11, 2001 to Jan 17, 2002",Fall 2001,Unknown,"['Fuji TV', 'Pioneer LDC']",['Funimation'],Gonzo,Manga,"['Action', 'Horror', 'Supernatural']",23 min. per ep.,R - 17+ (violence & profanity),7.49,#1893,#276,"6,207"
Hello!! Kiniro Mosaic,TV,12,Finished Airing,"Apr 6, 2015 to Jun 22, 2015",Spring 2015,Mondays at 00:00 (JST),"['Genco', 'Media Factory', 'flying DOG', 'Showgate']",['Sentai Filmworks'],Studio Gokumi,4-koma manga,[],23 min. per ep.,PG-13 - Teens 13 or older,7.49,#1892,#2410,250
Grappler Baki: Saidai Tournament-hen,TV,24,Finished Airing,"Jul 24, 2001 to Dec 25, 2001",Summer 2001,Unknown,['add some'],['Funimation'],Group TAC,Manga,[],24 min. per ep.,R - 17+ (violence & profanity),7.49,#1891,#2211,275
Gochuumon wa Usagi desu ka?,TV,12,Finished Airing,"Apr 10, 2014 to Jun 26, 2014",Spring 2014,Unknown,"['Frontier Works', 'Sotsu', 'Magic Capsule', 'Showgate', 'Houbunsha', 'NBCUniversal Entertainment Japan', 'RAY']",['Sentai Filmworks'],White Fox,4-koma manga,[],23 min. per ep.,PG-13 - Teens 13 or older,7.49,#1890,#1034,"2,198"
Fate/kaleid liner Prisma☆Illya 3rei!!,TV,12,Finished Airing,"Jul 6, 2016 to Sep 21, 2016",Summer 2016,Wednesdays at 23:00 (JST),"['Lantis', 'Kadokawa Shoten', 'AT-X', 'DAX Production', 'KlockWorx', 'Tokyo MX', 'Kadokawa Media House', 'Plus One']",['add some'],SILVER LINK.,Manga,"['Action', 'Comedy', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,7.49,#1887,#1737,310
Ensemble Stars!! Tsuioku Selection Element,ONA,6,Finished Airing,"Apr 6, 2023 to Apr 11, 2023",,,['Happy Elements'],['add some'],DandeLion Animation Studio,,[],12 min. per ep.,PG-13 - Teens 13 or older,7.49,#1886,#10155,38
Doraemon Movie 28: Nobita to Midori no Kyojin Den,Movie,1,Finished Airing,"Mar 8, 2008",,,['TV Asahi'],['add some'],Shin-Ei Animation,,"['Adventure', 'Comedy', 'Fantasy']",1 hr. 52 min.,PG - Children,7.49,#1885,#5878,8
Denpa-teki na Kanojo,OVA,2,Finished Airing,"Feb 4, 2009 to Dec 4, 2009",,,['Shueisha'],['add some'],Brain's Base,Light novel,"['Mystery', 'Suspense']",42 min. per ep.,R - 17+ (violence & profanity),7.49,#1884,#1556,810
Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel,Special,1,Finished Airing,"Jun 19, 2013",,,"['Lantis', 'Pony Canyon', 'TBS', 'Rakuonsha']",['Sentai Filmworks'],Kyoto Animation,Light novel,"['Comedy', 'Romance']",23 min.,PG-13 - Teens 13 or older,7.49,#1883,#1063,177
Bai Yao Pu 2nd Season,ONA,12,Finished Airing,"Jul 18, 2021 to Sep 26, 2021",,,['bilibili'],['add some'],add some,,"['Adventure', 'Fantasy', 'Mystery', 'Supernatural']",21 min. per ep.,PG-13 - Teens 13 or older,7.49,#1880,#9040,19
Area 88,OVA,3,Finished Airing,"Feb 5, 1985 to Jun 15, 1986",,,['add some'],"['ADV Films', 'Central Park Media', 'Discotek Media']",Pierrot,Manga,"['Action', 'Adventure', 'Drama', 'Romance']",1 hr. 5 min. per ep.,R+ - Mild Nudity,7.49,#1879,#4947,240
Ao no Exorcist,TV,25,Finished Airing,"Apr 17, 2011 to Oct 2, 2011",Spring 2011,Sundays at 17:00 (JST),"['Aniplex', 'Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Shueisha']",['Aniplex of America'],A-1 Pictures,Manga,"['Action', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,7.49,#1878,#41,"17,042"
Zipang,TV,26,Finished Airing,"Oct 8, 2004 to Apr 1, 2005",Fall 2004,Fridays at 01:25 (JST),"['Marvelous Entertainment', 'Animax', 'Pony Canyon', 'TBS']",['Geneon Entertainment USA'],Studio Deen,Manga,"['Action', 'Drama', 'Sci-Fi']",24 min. per ep.,PG-13 - Teens 13 or older,7.49,#1876,#4599,188
Yu☆Gi☆Oh! Duel Monsters,TV,224,Finished Airing,"Apr 18, 2000 to Sep 29, 2004",Spring 2000,Tuesdays at 19:28 (JST),"['Nihon Ad Systems', 'Shueisha']",['Konami'],Gallop,Manga,"['Action', 'Adventure', 'Fantasy']",23 min. per ep.,PG-13 - Teens 13 or older,7.49,#1875,#577,"4,868"
Tensei shitara Slime Datta Ken OVA,OVA,5,Finished Airing,"Jul 9, 2019 to Nov 27, 2020",,,['add some'],['add some'],8bit,Manga,"['Action', 'Adventure', 'Comedy', 'Fantasy']",23 min. per ep.,PG-13 - Teens 13 or older,7.49,#1873,#1035,525
Tasogare Otome x Amnesia: Taima Otome,Special,1,Finished Airing,"Nov 28, 2012",,,['add some'],['Sentai Filmworks'],SILVER LINK.,Manga,"['Horror', 'Mystery', 'Romance', 'Supernatural']",23 min.,R - 17+ (violence & profanity),7.49,#1872,#2391,119
Sword Art Online: Alicization - War of Underworld 2nd Season,TV,11,Finished Airing,"Jul 12, 2020 to Sep 20, 2020",Summer 2020,Sundays at 00:00 (JST),"['Aniplex', 'Bandai Namco Entertainment', 'Egg Firm', 'Straight Edge', 'Kadokawa']",['Aniplex of America'],A-1 Pictures,Light novel,"['Action', 'Adventure', 'Fantasy']",24 min. per ep.,R - 17+ (violence & profanity),7.49,#1871,#351,"3,219"
Shine Post,TV,12,Finished Airing,"Jul 13, 2022 to Oct 19, 2022",Summer 2022,Wednesdays at 01:29 (JST),"['Nippon Television Network', 'Avex Pictures', 'Docomo Anime Store', 'Konami Digital Entertainment', 'Contents Seed', 'BS NTV', 'Straight Edge', 'Culture Entertainment', 'Stray Cats', 'ADK Emotions']",['Sentai Filmworks'],Studio Kai,,[],22 min. per ep.,PG-13 - Teens 13 or older,7.49,#1869,#4390,115
Shin Tennis no Oujisama Specials,Special,7,Finished Airing,"Apr 20, 2012 to Apr 24, 2013",,,['Nihon Ad Systems'],['add some'],Production I.G,Manga,"['Comedy', 'Sports']",23 min. per ep.,PG-13 - Teens 13 or older,7.49,#1868,#5902,14
Yong Sheng: Shi Nian Zhi Yue,ONA,12,Finished Airing,"Jul 8, 2023 to Sep 16, 2023",,,['bilibili'],['add some'],Oriental Creative Color,,"['Action', 'Adventure', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,7.5,#1867,#12984,8
Yao Shen Ji 5th Season,ONA,104,Finished Airing,"Oct 30, 2021 to Oct 19, 2022",,,"['bilibili', 'Tencent Penguin Pictures']",['add some'],Ruo Hong Culture,,"['Action', 'Adventure', 'Fantasy', 'Romance']",7 min. per ep.,PG-13 - Teens 13 or older,7.5,#1866,#9058,25
Wakaokami wa Shougakusei! Movie,Movie,1,Finished Airing,"Sep 21, 2018",,,"['TV Tokyo', 'Nihon Ad Systems', 'Kodansha', 'AT-X', 'GAGA', 'NADA Holdings', 'Aeon Entertainment']",['GKIDS'],Madhouse,,"['Award Winning', 'Comedy', 'Slice of Life', 'Supernatural']",1 hr. 34 min.,G - All Ages,7.5,#1865,#4855,51
Shuumatsu no Walküre II,ONA,10,Finished Airing,"Jan 26, 2023",,,"['Mainichi Broadcasting System', 'Warner Bros. Japan', 'KlockWorx', 'Coamix', 'Sammy']",['add some'],Yumeta Company,Manga,"['Action', 'Drama', 'Fantasy']",24 min. per ep.,R - 17+ (violence & profanity),7.5,#1863,#1864,422
Shounan Bakusouzoku,OVA,12,Finished Airing,"Sep 10, 1986 to Mar 12, 1999",,,['add some'],['AnimEigo'],Toei Animation,Manga,"['Action', 'Comedy']",53 min. per ep.,R - 17+ (violence & profanity),7.5,#1862,#8412,64
Shakugan no Shana III (Final),TV,24,Finished Airing,"Oct 8, 2011 to Mar 24, 2012",Fall 2011,Saturdays at 01:30 (JST),"['Geneon Universal Entertainment', 'Warner Bros. Japan', 'ASCII Media Works', 'Showgate']",['Funimation'],J.C.Staff,Light novel,"['Action', 'Drama', 'Fantasy', 'Romance']",23 min. per ep.,PG-13 - Teens 13 or older,7.5,#1860,#1024,"1,137"
Sengoku Basara Ni,TV,12,Finished Airing,"Jul 11, 2010 to Sep 26, 2010",Summer 2010,Sundays at 17:00 (JST),"['Dentsu', 'Shochiku', 'Mainichi Broadcasting System', 'Pony Canyon', 'Movic', 'flying DOG']",['Funimation'],Production I.G,,"['Action', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,7.5,#1859,#2602,170
One Piece: Heart of Gold,TV Special,1,Finished Airing,"Jul 16, 2016",,,['add some'],['Funimation'],Toei Animation,Manga,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",1 hr. 44 min.,PG-13 - Teens 13 or older,7.49,#1907,#2470,48
Ranma ½: Akumu! Shunmin Kou,OVA,1,Finished Airing,"Jul 30, 2008",,,"['Sunrise', 'Atelier Musa']",['add some'],Studio Deen,Manga,"['Action', 'Comedy', 'Supernatural']",32 min.,PG-13 - Teens 13 or older,7.49,#1910,#5552,14
Ryuu to Sobakasu no Hime,Movie,1,Finished Airing,"Jul 16, 2021",,,['add some'],['GKIDS'],Studio Chizu,,"['Drama', 'Fantasy']",2 hr. 1 min.,PG-13 - Teens 13 or older,7.49,#1911,#1438,"1,624"
Kore wa Zombie desu ka? of the Dead,TV,10,Finished Airing,"Apr 5, 2012 to Jun 7, 2012",Spring 2012,Thursdays at Unknown,"['Kadokawa Shoten', 'AT-X', 'Kadokawa Pictures Japan', 'KlockWorx', 'flying DOG']",['Funimation'],Studio Deen,Light novel,"['Action', 'Comedy', 'Fantasy', 'Ecchi']",24 min. per ep.,R - 17+ (violence & profanity),7.48,#1915,#618,735
Madang-eul Naon Amtalg,Movie,1,Finished Airing,"Jul 28, 2011",,,['Myung Films'],['add some'],Odolttogi,,"['Adventure', 'Drama', 'Fantasy']",1 hr. 32 min.,G - All Ages,7.48,#1918,#9043,21
Sora no Aosa wo Shiru Hito yo,Movie,1,Finished Airing,"Oct 11, 2019",,,"['Aniplex', 'Fuji TV', 'TOHO', 'Kadokawa', 'STORY']",['add some'],CloverWorks,,"['Drama', 'Romance', 'Supernatural']",1 hr. 46 min.,PG-13 - Teens 13 or older,7.48,#1923,#1856,385
Xian Wang de Richang Shenghuo 4,ONA,12,Finished Airing,"Dec 17, 2023 to Feb 25, 2024",,,['bilibili'],['add some'],Liyu Culture,,"['Adventure', 'Comedy', 'Fantasy']",18 min. per ep.,PG-13 - Teens 13 or older,7.48,#1928,#3828,95
Be-Bop Highschool,OVA,7,Finished Airing,"Jan 26, 1990 to Oct 1998",,,['add some'],['add some'],Toei Animation,Manga,[],50 min. per ep.,R+ - Mild Nudity,7.48,#1932,#6721,78
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,Movie,1,Finished Airing,"Mar 4, 2017",,,"['TV Asahi', 'Asatsu DK', 'TOHO', 'Fujiko F. Fujio Pro', 'Shogakukan']",['add some'],Shin-Ei Animation,Manga,"['Adventure', 'Comedy', 'Fantasy']",1 hr. 41 min.,PG - Children,7.48,#1937,#7680,7
JoJo no Kimyou na Bouken,OVA,6,Finished Airing,"Nov 19, 1993 to Nov 18, 1994",,,['Shueisha'],['add some'],APPP,Manga,"['Action', 'Adventure', 'Drama', 'Supernatural']",35 min. per ep.,R+ - Mild Nudity,7.48,#1942,#1722,"1,785"
Bai She II: Qing She Jie Qi,Movie,1,Finished Airing,"Jul 23, 2021",,,['Alibaba Pictures'],['add some'],Light Chaser Animation Studios,,"['Adventure', 'Fantasy']",2 hr. 12 min.,PG-13 - Teens 13 or older,7.47,#1946,#9019,25
City Hunter Movie: Shinjuku Private Eyes,Movie,1,Finished Airing,"Feb 8, 2019",,,"['Aniplex', 'Audio Planning U']",['Discotek Media'],Sunrise,Manga,"['Action', 'Comedy', 'Mystery']",1 hr. 35 min.,PG-13 - Teens 13 or older,7.47,#1949,#5883,26
Burn the Witch #0.8,TV Special,1,Finished Airing,"Dec 29, 2023",,,['add some'],['add some'],Studio Colorido,Manga,"['Action', 'Fantasy']",28 min.,PG-13 - Teens 13 or older,7.47,#1948,#3729,82
Donten ni Warau,TV,12,Finished Airing,"Oct 4, 2014 to Dec 20, 2014",Fall 2014,Unknown,"['VAP', 'Nippon Television Network']",['Funimation'],Doga Kobo,Manga,"['Action', 'Supernatural']",23 min. per ep.,PG-13 - Teens 13 or older,7.47,#1950,#1736,784
Bai She: Yuan Qi,Movie,1,Finished Airing,"Jan 11, 2019",,,['add some'],['GKIDS'],Light Chaser Animation Studios,,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",1 hr. 38 min.,PG-13 - Teens 13 or older,7.47,#1947,#6730,39
Another,TV,12,Finished Airing,"Jan 10, 2012 to Mar 27, 2012",Winter 2012,Unknown,"['Lantis', 'Kadokawa Shoten', 'TOHO', 'KlockWorx', 'Bandai Namco Live Creative', 'NTT Docomo']",['Sentai Filmworks'],P.A. Works,,"['Horror', 'Mystery', 'Supernatural']",24 min. per ep.,R - 17+ (violence & profanity),7.47,#1945,#58,"17,664"
Akame ga Kill!,TV,24,Finished Airing,"Jul 7, 2014 to Dec 15, 2014",Summer 2014,Mondays at 00:00 (JST),"['Nihon Ad Systems', 'Sony Music Entertainment', 'TOHO animation', 'Q-Tec', 'Fields', 'Jinnan Studio', 'REAL-T']",['Sentai Filmworks'],White Fox,Manga,"['Action', 'Fantasy']",23 min. per ep.,R - 17+ (violence & profanity),7.47,#1944,#29,"29,256"
Acchi Kocchi,TV,12,Finished Airing,"Apr 6, 2012 to Jun 29, 2012",Spring 2012,Unknown,"['Pony Canyon', 'TBS', 'DAX Production', 'BS-TBS', 'Jumondo', 'Houbunsha']",['Sentai Filmworks'],AIC,4-koma manga,"['Comedy', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,7.47,#1943,#751,"2,677"
"Ijiranaide, Nagatoro-san 2nd Attack",TV,12,Finished Airing,"Jan 8, 2023 to Mar 26, 2023",Winter 2023,Sundays at 01:00 (JST),"['TMS Entertainment', 'Mainichi Broadcasting System', 'Kodansha', 'King Records']",['add some'],OLM,Web manga,[],23 min. per ep.,PG-13 - Teens 13 or older,7.48,#1941,#865,"1,985"
Hitoribocchi no Marumaru Seikatsu,TV,12,Finished Airing,"Apr 6, 2019 to Jun 22, 2019",Spring 2019,Saturdays at 02:25 (JST),"['Frontier Works', 'Mainichi Broadcasting System', 'Half H.P Studio', 'AT-X', 'CyberStep', 'Kanetsu Investment', 'Kadokawa', 'Global Solutions']",['add some'],C2C,4-koma manga,[],23 min. per ep.,PG-13 - Teens 13 or older,7.48,#1940,#1108,"1,252"
Hibike! Euphonium: Kakedasu Monaka,Special,1,Finished Airing,"Dec 16, 2015",,,"['Lantis', 'Pony Canyon', 'Rakuonsha']",['Ponycan USA'],Kyoto Animation,,[],23 min.,PG-13 - Teens 13 or older,7.48,#1939,#2889,27
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",Movie,1,Finished Airing,"Nov 11, 2017",,,"['Kodansha', 'Warner Bros. Japan', 'KlockWorx', 'Tokyo MX', 'Asahi Shimbun']",['Eleven Arts'],Nippon Animation,Manga,"['Comedy', 'Romance']",1 hr. 37 min.,PG-13 - Teens 13 or older,7.48,#1938,#4152,94
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,ONA,1,Finished Airing,"Jun 29, 2017",,,['add some'],['Funimation'],A-1 Pictures,Manga,"['Comedy', 'Fantasy']",23 min.,PG-13 - Teens 13 or older,7.48,#1936,#2337,38
Dead Mount Death Play Part 2,TV,12,Finished Airing,"Oct 10, 2023 to Dec 26, 2023",Fall 2023,Tuesdays at 00:00 (JST),"['Square Enix', 'Movic', 'Half H.P Studio', 'F.M.F', 'King Records', 'Crunchyroll', 'Kadokawa Media House', 'Geek Pictures']",['add some'],Geek Toys,Manga,"['Action', 'Fantasy', 'Supernatural']",23 min. per ep.,R - 17+ (violence & profanity),7.48,#1935,#1987,346
Da Yu Hai Tang (Movie),Movie,1,Finished Airing,"Jul 8, 2016",,,"['Beijing Enlight Pictures', 'Studio Mir', 'Horgos Coloroom Pictures Co., Ltd.']",['Shout! Factory'],B&T,,"['Adventure', 'Drama', 'Romance', 'Supernatural']",1 hr. 40 min.,PG-13 - Teens 13 or older,7.48,#1934,#3360,252
Boku ga Aishita Subete no Kimi e,Movie,1,Finished Airing,"Oct 7, 2022",,,['add some'],['add some'],Bakken Record,,"['Romance', 'Sci-Fi']",1 hr. 42 min.,PG-13 - Teens 13 or older,7.48,#1933,#2160,374
Ani ni Tsukeru Kusuri wa Nai!,TV,12,Finished Airing,"Apr 7, 2017 to Jun 23, 2017",Spring 2017,Fridays at 21:55 (JST),"['bilibili', 'Tencent Penguin Pictures']",['add some'],Fanworks,Web manga,[],3 min. per ep.,PG-13 - Teens 13 or older,7.48,#1931,#2089,386
Air Gear,TV,25,Finished Airing,"Apr 5, 2006 to Sep 27, 2006",Spring 2006,Wednesdays at 01:00 (JST),['Kodansha'],"['ADV Films', 'Funimation']",Toei Animation,Manga,"['Comedy', 'Sports', 'Ecchi']",24 min. per ep.,R+ - Mild Nudity,7.48,#1930,#676,"3,642"
Xue Ying Ling Zhu 2nd Season,ONA,22,Finished Airing,"Dec 31, 2020 to Mar 4, 2021",,,['Tencent Penguin Pictures'],['add some'],Mili Pictures,,"['Action', 'Adventure', 'Fantasy', 'Romance']",18 min. per ep.,None,7.48,#1929,#10588,9
Wangan Midnight,TV,26,Finished Airing,"Jun 15, 2007 to Sep 13, 2008",Summer 2007,Unknown,['OB Planning'],['add some'],A.C.G.T.,Manga,[],25 min. per ep.,PG-13 - Teens 13 or older,7.48,#1927,#3343,603
Towa no Quon 5: Souzetsu no Raifuku,Movie,1,Finished Airing,"Nov 5, 2011",,,"['Bandai Visual', 'Lantis', 'Movic', 'Showgate', 'Hakuhodo DY Media Partners', 'Sony PCL']",['Sentai Filmworks'],Bones,,"['Action', 'Sci-Fi', 'Supernatural']",48 min.,PG-13 - Teens 13 or older,7.48,#1926,#3751,15
Tensei Oujo to Tensai Reijou no Mahou Kakumei,TV,12,Finished Airing,"Jan 4, 2023 to Mar 22, 2023",Winter 2023,Wednesdays at 21:00 (JST),"['AT-X', 'Kansai Telecasting', 'Kadokawa', 'Bit grooove promotion', 'CTW', 'TVA advance ']",['add some'],Diomedéa,Light novel,"['Fantasy', 'Girls Love']",23 min. per ep.,PG-13 - Teens 13 or older,7.48,#1925,#1288,"1,487"
Tanoshii Muumin Ikka Bouken Nikki,TV,26,Finished Airing,"Oct 10, 1991 to Mar 26, 1992",Fall 1991,Unknown,['TV Tokyo'],['add some'],Telescreen,,"['Adventure', 'Fantasy', 'Slice of Life']",25 min. per ep.,G - All Ages,7.48,#1924,#7434,20
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,TV,12,Finished Airing,"Oct 2, 2019 to Dec 27, 2019",Fall 2019,Wednesdays at 22:30 (JST),"['AT-X', 'Kadokawa Media House', 'Kadokawa', 'Legs']",['Funimation'],White Fox,Light novel,"['Action', 'Adventure', 'Comedy', 'Fantasy']",23 min. per ep.,R - 17+ (violence & profanity),7.48,#1922,#346,"2,232"
Sarazanmai,TV,11,Finished Airing,"Apr 12, 2019 to Jun 21, 2019",Spring 2019,Fridays at 00:55 (JST),"['Aniplex', 'Dentsu', 'Movic', 'Fuji TV', 'Gentosha Comics']",['Funimation'],MAPPA,,"['Action', 'Fantasy', 'Supernatural']",22 min. per ep.,PG-13 - Teens 13 or older,7.48,#1921,#1686,"1,377"
Persona 4 the Animation: No One is Alone,Special,1,Finished Airing,"Aug 22, 2012",,,['Aniplex'],['Sentai Filmworks'],AIC ASTA,,"['Adventure', 'Mystery', 'Sci-Fi', 'Supernatural']",30 min.,PG-13 - Teens 13 or older,7.48,#1920,#3265,31
Meitantei Conan Magic File 4: Osaka Okonomiyaki Odyssey,OVA,1,Finished Airing,"Apr 17, 2010",,,"['Shogakukan-Shueisha Productions', 'Tokyo Movie Shinsha']",['add some'],add some,Manga,"['Comedy', 'Mystery']",25 min.,PG-13 - Teens 13 or older,7.48,#1919,#6031,13
Little Busters!,TV,26,Finished Airing,"Oct 6, 2012 to Apr 6, 2013",Fall 2012,Unknown,"['Warner Bros. Japan', 'Showgate']",['Sentai Filmworks'],J.C.Staff,,"['Comedy', 'Drama', 'Supernatural']",24 min. per ep.,PG-13 - Teens 13 or older,7.48,#1917,#837,"1,879"
Ling Long: Incarnation Part 2,ONA,6,Finished Airing,"Jul 31, 2020 to Oct 9, 2020",,,['bilibili'],['add some'],YHKT Entertainment,,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense']",30 min. per ep.,R - 17+ (violence & profanity),7.48,#1916,#10931,21
